Emp_id,Name,Company,Gender,Age,Performance Score,Years at Company,Monthly Hours,Projects Completed,Satisfaction Level,Salary (INR),Work Accidents,Last Promotion,Department,JobSecurityScore
EMP000292,Arjun,LTIMindtree,Male,35,5,3,188,6,0.97,59986,1,6,Software Development,5
EMP000293,Kavita,Accenture India,Female,41,4,4,156,9,0.24,134654,3,1,Software Development,2
EMP000294,Karan,LTIMindtree,Male,39,1,10,242,8,0.61,26430,1,0,Sales,1
EMP000295,Aarti,Infosys,Female,48,1,5,273,10,0.93,121971,1,10,Operations,2
EMP000296,Anjali,Infosys,Female,24,5,0,143,12,0.58,48914,2,8,software dev,3
EMP000297,Meena,HCL Technologies,Female,33,5,,173,3,0.87,58178,1,7,Human Resources,5
EMP000298,Neha,IBM India,Female,35,5,,140,7,0.96,77264,1,2,software dev,5
EMP000299,Neha,LTIMindtree,Female,59,3,,216,4,0.25,143934,0,1,Quality Assurance,3
EMP000300,Pooja,TCS,Female,52,5,,209,11,0.59,177536,1,0,Human Resources,5
EMP000301,Vikas,HCL Technologies,Male,23,1,,257,4,0.75,81047,1,9,Human Resources,1
EMP000302,Amit,Wipro,Male,50,1,,161,7,0.87,115984,0,3,Human Resources,1
EMP000303,Anjali,Infosys,Female,40,4,8,276,11,0.33,146019,3,5,IT,3
EMP000304,Alex,HCL Technologies,Other,22,5,16,282,15,0.65,174593,0,10,Marketing,5
EMP000305,Suresh,LTIMindtree,Male,45,3,11,147,13,0.33,63792,1,1,Quality Assurance,3
EMP000306,Suresh,Infosys,Male,31,2,1,259,7,0.8,168961,3,5,software dev,1
EMP000307,Suresh,Accenture India,Male,21,4,8,177,12,0.43,85631,3,4,Quality Assurance,3
EMP000308,Rahul,HCL Technologies,Male,30,3,11,246,11,0.42,167680,0,0,software dev,4
EMP000309,Sneha,Capgemini,Female,37,5,3,291,1,0.82,162681,0,9,software dev,5
EMP000310,Sneha,Infosys,Female,50,3,11,126,15,0.87,81662,1,6,IT,4
EMP000311,Anjali,LTIMindtree,Female,55,2,17,263,11,0.47,174907,2,6,software dev,3
EMP000312,Swati,Cognizant,Female,39,3,2,212,1,0.6,199453,3,4,software dev,2
EMP000313,Priya,TCS,Female,54,2,0,154,6,0.75,54469,0,3,Operations,1
EMP000314,Suresh,Tech Mahindra,Male,52,2,17,211,2,0.8,149143,1,1,Operations,3
EMP000315,Ankit,IBM India,Male,32,2,20,126,3,0.82,137063,0,6,Quality Assurance,3
EMP000316,Swati,Tech Mahindra,Female,37,3,7,133,2,0.51,166147,2,7,Software Development,2
EMP000317,Manish,LTIMindtree,Male,26,5,18,178,2,0.63,24690,2,8,Operations,5
EMP000318,Suresh,Wipro,Male,33,1,3,181,8,0.29,172091,1,5,Sales,1
EMP000319,Suresh,Wipro,Male,59,1,15,239,8,0.96,171236,2,10,Marketing,2
EMP000320,Rohit,Cognizant,Male,42,3,16,185,13,0.76,51831,3,1,Operations,3
EMP000321,Amit,IBM India,Male,31,5,8,141,6,0.5,183188,1,0,software dev,5
EMP000322,Aarti,Capgemini,Female,27,1,7,263,3,0.51,39065,1,1,software dev,1
EMP000323,Rahul,Cognizant,Male,41,2,19,218,5,0.27,29729,3,2,Marketing,1
EMP000324,Pooja,Tech Mahindra,Female,21,3,18,239,14,0.57,36106,0,0,IT,5
EMP000325,Manish,Cognizant,Male,50,3,6,162,7,0.74,173681,1,4,Sales,2
EMP000326,Meena,Tech Mahindra,Female,39,4,11,216,5,0.96,61825,0,6,Software Development,5
EMP000327,Anjali,Infosys,Female,49,4,0,217,7,0.72,77741,3,8,Operations,2
EMP000328,Sneha,Wipro,Female,55,4,16,235,10,0.72,41193,3,5,IT,5
EMP000329,Meena,Infosys,Female,40,5,5,267,7,0.83,186245,0,7,Quality Assurance,5
EMP000330,Vikas,TCS,Male,56,3,4,257,4,0.61,63807,0,1,Operations,4
EMP000331,Arjun,IBM India,Male,59,4,19,266,10,0.23,52948,0,4,Operations,5
EMP000332,Vikas,Capgemini,Male,21,3,6,131,14,0.91,58402,1,10,software dev,3
EMP000333,Amit,Tech Mahindra,Male,43,2,11,257,14,0.52,34895,2,8,Sales,2
EMP000334,Amit,Capgemini,Male,51,4,4,190,10,0.99,25384,1,6,Operations,4
EMP000335,Ritu,Tech Mahindra,Female,55,3,1,223,6,0.53,151274,2,6,IT,2
EMP000336,Meena,LTIMindtree,Female,42,5,3,130,9,0.73,139567,1,2,Quality Assurance,4
EMP000337,Neha,Cognizant,Female,27,5,16,180,4,0.57,193911,0,2,software dev,5
EMP000338,Meena,TCS,Female,53,5,7,245,10,0.39,75582,0,1,IT,5
EMP000339,Swati,Wipro,Female,56,4,19,285,12,0.94,128676,1,8,IT,5
EMP000340,Aarti,Tech Mahindra,Female,27,5,4,136,1,0.7,86656,3,3,Human Resources,4
EMP000341,Meena,Capgemini,Female,47,1,16,173,15,0.56,89494,2,8,Quality Assurance,2
EMP000342,Amit,TCS,Male,22,2,19,292,8,0.32,183933,1,3,IT,4
EMP000343,Suresh,Accenture India,Male,37,3,3,272,4,1,45615,1,7,Finance,3
EMP000344,Morgan,Accenture India,Other,21,1,20,225,8,0.92,107499,2,0,Human Resources,2
EMP000345,Aarti,Infosys,Female,50,4,17,278,11,0.54,85746,0,0,Quality Assurance,5
EMP000346,Sneha,Wipro,Female,42,3,17,225,9,0.34,75854,0,5,Sales,4
EMP000347,Amit,LTIMindtree,Male,48,3,17,158,12,0.22,71642,0,5,Human Resources,4
EMP000348,Pooja,Capgemini,Female,53,5,15,139,13,0.32,126594,3,6,Software Development,4
EMP000349,Rohit,Cognizant,Male,46,3,10,192,12,0.63,110132,2,6,software dev,3
EMP000350,Suresh,Cognizant,Male,55,3,7,162,8,0.85,125652,0,9,Software Development,4
EMP000351,Deepak,Capgemini,Male,31,2,,235,15,0.49,84996,3,2,Software Development,2
EMP000352,Meena,IBM India,Female,27,4,,248,1,0.55,69712,0,8,Software Development,5
EMP000353,Karan,LTIMindtree,Male,48,1,,174,13,0.58,60335,3,8,Human Resources,1
EMP000354,Rohit,TCS,Male,45,5,,227,14,0.21,56111,3,2,Sales,4
EMP000355,Vikas,Tech Mahindra,Male,51,2,,222,12,0.34,164406,0,6,Sales,3
EMP000356,Aarti,IBM India,Female,23,1,,298,15,0.6,151179,3,3,software dev,2
EMP000357,Anjali,Tech Mahindra,Female,53,1,,252,12,0.42,172387,2,5,Finance,1
EMP000358,Aarti,Tech Mahindra,Female,54,2,,259,9,0.62,84092,2,5,Finance,3
EMP000359,Deepak,IBM India,Male,41,5,14,133,5,0.29,91332,0,4,Human Resources,5
EMP000360,Sneha,Infosys,Female,57,4,6,222,8,0.84,183644,1,5,Marketing,5
EMP000361,Pooja,Accenture India,Female,39,2,0,159,13,0.83,170279,3,6,Marketing,1
EMP000362,Ritu,Tech Mahindra,Female,57,2,1,227,12,0.74,70923,1,1,Software Development,3
EMP000363,Ankit,IBM India,Male,41,2,3,256,6,0.63,71652,0,10,Quality Assurance,2
EMP000364,Aarti,IBM India,Female,34,5,15,289,7,0.51,128138,2,6,IT,5
EMP000365,Sam,HCL Technologies,Other,30,2,11,161,3,0.75,181308,0,6,IT,3
EMP000366,Vikas,Infosys,Male,27,2,16,152,9,0.83,87698,0,6,Marketing,3
EMP000367,Karan,Wipro,Male,49,3,3,144,9,0.85,173993,3,9,Finance,2
EMP000368,Ankit,HCL Technologies,Male,28,3,15,237,10,0.48,184791,3,4,Quality Assurance,2
EMP000369,Priya,HCL Technologies,Female,59,3,6,197,13,0.36,132497,1,2,Operations,3
EMP000370,Suresh,Capgemini,Male,33,3,7,128,13,0.47,153739,1,4,Human Resources,2
EMP000371,Rahul,Accenture India,Male,39,2,8,238,2,0.21,193640,0,0,Finance,1
EMP000372,Suresh,IBM India,Male,31,3,13,238,4,0.54,48309,3,4,Sales,2
EMP000373,Priya,Accenture India,Female,22,1,8,210,4,0.42,114985,0,2,Software Development,1
EMP000374,Sneha,LTIMindtree,Female,26,4,14,291,1,0.83,50099,3,6,Sales,4
EMP000375,Aarti,Capgemini,Female,49,3,20,177,4,0.74,99450,2,10,software dev,3
EMP000376,Pooja,Wipro,Female,25,5,3,272,3,0.22,131604,3,3,Quality Assurance,3
EMP000377,Suresh,Accenture India,Male,50,4,2,235,11,0.32,105093,1,5,Operations,3
EMP000378,Kavita,Cognizant,Female,59,1,9,151,11,0.63,48937,0,5,Quality Assurance,1
EMP000379,Sneha,Tech Mahindra,Female,56,4,3,141,2,0.69,147058,3,10,software dev,2
EMP000380,Rahul,LTIMindtree,Male,47,4,17,212,6,0.82,82376,1,10,Human Resources,5
EMP000381,Priya,Infosys,Female,38,1,10,174,15,0.97,74991,1,3,Quality Assurance,2
EMP000382,Aarti,Wipro,Female,56,3,18,227,3,0.76,52039,0,0,Human Resources,4
EMP000383,Priya,LTIMindtree,Female,36,1,18,196,10,0.64,148971,1,2,Software Development,2
EMP000384,Amit,Tech Mahindra,Male,25,5,17,180,9,0.53,82724,0,2,Software Development,5
EMP000385,Robin,Capgemini,Other,29,1,12,241,9,0.79,151882,0,5,Marketing,2
EMP000386,Meena,Tech Mahindra,Female,54,2,3,211,14,0.95,86546,3,9,Finance,2
EMP000387,Amit,HCL Technologies,Male,54,2,2,186,11,0.54,74978,2,7,Operations,1
EMP000388,Karan,Tech Mahindra,Male,56,4,15,249,8,0.67,49847,3,1,Marketing,4
EMP000389,Ankit,HCL Technologies,Male,51,3,13,233,8,0.37,164757,1,5,Finance,3
EMP000390,Avery,Capgemini,Other,40,3,9,240,2,0.89,191353,2,6,IT,3
EMP000391,Swati,TCS,Female,37,2,5,280,11,0.77,164030,1,10,Sales,3
EMP000392,Ankit,HCL Technologies,Male,40,5,7,182,6,0.48,152213,2,10,Finance,4
EMP000393,Rohit,Infosys,Male,48,1,15,263,14,0.9,61666,0,2,Operations,3
EMP000394,Karan,Tech Mahindra,Male,41,1,9,248,4,0.98,24030,1,0,Sales,2
EMP000395,Anjali,Tech Mahindra,Female,39,1,20,204,10,0.43,27541,2,1,Marketing,2
EMP000396,Karan,Infosys,Male,23,5,6,183,2,0.35,122380,3,4,Marketing,3
EMP000397,Jamie,Cognizant,Other,50,5,18,239,2,0.87,48484,0,0,Human Resources,5
EMP000398,Ritu,IBM India,Female,25,1,17,188,10,0.67,171750,0,3,Human Resources,2
EMP000399,Ritu,TCS,Female,26,1,12,243,12,0.91,102686,1,5,IT,3
EMP000400,Arjun,Wipro,Male,23,5,7,240,7,0.48,76224,1,10,Operations,5
EMP000401,Ankit,HCL Technologies,Male,44,1,13,264,11,0.67,152172,2,0,Marketing,2
EMP000402,Ritu,Infosys,Female,21,5,8,159,1,0.66,193502,0,5,Operations,5
EMP000403,Karan,Capgemini,Male,56,4,11,221,14,0.35,23497,0,7,IT,5
EMP000404,Arjun,HCL Technologies,Male,35,2,5,248,8,0.99,160958,1,10,Operations,3
EMP000405,Sneha,IBM India,Female,58,2,19,132,13,0.73,141339,0,0,Marketing,4
EMP000406,Amit,Capgemini,Male,38,5,11,137,5,0.73,148051,3,7,Quality Assurance,4
EMP000407,Deepak,LTIMindtree,Male,43,1,18,187,10,0.44,99628,2,7,software dev,1
EMP000408,Rohit,Tech Mahindra,Male,49,2,11,230,8,0.72,103392,0,10,Sales,3
EMP000409,Rohit,LTIMindtree,Male,42,3,6,133,2,0.87,174736,0,1,Human Resources,3
EMP000410,Morgan,HCL Technologies,Other,44,1,14,252,1,0.85,74507,0,2,IT,3
EMP000411,Rohit,IBM India,Male,33,5,15,181,13,0.94,75158,2,5,software dev,5
EMP000412,Amit,TCS,Male,53,3,3,280,2,0.32,177536,1,7,IT,2
EMP000413,Sneha,HCL Technologies,Female,42,5,5,145,14,0.35,181790,3,4,IT,3
EMP000414,Amit,Infosys,Male,55,1,15,149,6,0.77,122697,1,10,Sales,1
EMP000415,Karan,Accenture India,Male,37,4,14,181,15,0.85,32667,0,8,Operations,5
EMP000416,Rahul,HCL Technologies,Male,42,4,1,200,4,0.74,85122,3,3,Marketing,3
EMP000417,Ankit,Tech Mahindra,Male,25,4,2,189,13,0.31,161673,0,3,Quality Assurance,4
EMP000418,Rohit,Tech Mahindra,Male,45,1,14,210,8,0.68,74088,2,7,Operations,1
EMP000419,Rohit,HCL Technologies,Male,26,1,7,155,12,0.8,39909,2,4,IT,1
EMP000420,Ritu,Capgemini,Female,37,3,11,126,9,0.31,153878,2,7,software dev,1
EMP000421,Arjun,Accenture India,Male,51,1,1,184,9,0.24,24552,0,0,Operations,1
EMP000422,Neha,Infosys,Female,37,1,14,196,15,0.4,84809,1,9,Human Resources,1
EMP000423,Priya,HCL Technologies,Female,53,3,7,160,5,0.27,111800,1,4,software dev,2
EMP000424,Meena,Capgemini,Female,59,3,10,151,6,0.32,144687,0,7,Quality Assurance,2
EMP000425,Karan,Tech Mahindra,Male,57,5,16,261,11,0.36,136920,0,7,Human Resources,5
EMP000426,Suresh,Tech Mahindra,Male,24,2,20,280,13,0.62,77761,3,6,Human Resources,3
EMP000427,Swati,IBM India,Female,34,2,0,149,12,0.32,55592,2,2,Operations,1
EMP000428,Ritu,HCL Technologies,Female,33,5,19,125,11,0.68,101570,1,9,Finance,5
EMP000429,Kavita,Accenture India,Female,47,4,14,129,7,0.43,180538,1,9,Quality Assurance,4
EMP000430,Rahul,Cognizant,Male,44,1,20,222,12,0.45,197068,3,6,software dev,1
EMP000431,Kavita,Accenture India,Female,47,3,1,139,4,0.97,105228,3,2,Human Resources,2
EMP000432,Rohit,Tech Mahindra,Male,28,3,9,208,12,0.84,108050,0,5,Marketing,4
EMP000433,Manish,Tech Mahindra,Male,59,4,19,243,10,0.54,141435,0,8,IT,5
EMP000434,Vikas,LTIMindtree,Male,41,3,5,237,3,0.56,160714,0,7,Finance,3
EMP000435,Karan,Tech Mahindra,Male,31,4,2,131,2,0.29,44636,2,3,Quality Assurance,1
EMP000436,Swati,Infosys,Female,51,5,12,141,10,0.88,58596,1,4,Operations,5
EMP000437,Ritu,Wipro,Female,47,4,14,195,4,0.2,121263,3,3,Operations,3
EMP000438,Swati,HCL Technologies,Female,47,2,5,133,9,0.32,155259,1,5,Finance,1
EMP000439,Priya,Accenture India,Female,28,4,8,225,14,0.63,53737,0,7,Operations,5
EMP000440,Anjali,Wipro,Female,53,5,9,295,5,0.35,76121,2,5,Software Development,5
EMP000441,Kavita,Capgemini,Female,32,4,8,155,1,0.71,29211,1,4,Quality Assurance,4
EMP000442,Suresh,Cognizant,Male,55,5,17,174,12,0.2,181723,0,8,Human Resources,5
EMP000443,Ritu,Infosys,Female,54,2,8,133,5,0.28,21653,3,6,Sales,1
EMP000444,Ankit,Accenture India,Male,36,1,17,121,6,0.81,23362,0,9,Human Resources,2
EMP000445,Arjun,Wipro,Male,56,5,8,121,13,0.66,156552,0,2,Marketing,5
EMP000446,Vikas,Cognizant,Male,22,1,4,180,14,0.22,117417,1,9,Software Development,1
EMP000447,Arjun,LTIMindtree,Male,32,5,12,226,12,0.36,112783,2,10,Software Development,5
EMP000448,Sneha,Infosys,Female,47,4,11,226,10,0.39,112401,3,1,Software Development,4
EMP000449,Meena,Infosys,Female,37,1,8,253,13,0.88,106307,3,4,Quality Assurance,1
EMP000450,Manish,LTIMindtree,Male,40,5,18,272,6,0.67,183703,3,4,software dev,5
EMP000451,Alex,HCL Technologies,Other,41,5,19,142,13,0.63,121429,2,10,Software Development,5
EMP000452,Pooja,LTIMindtree,Female,50,1,0,192,5,0.27,26671,3,5,Quality Assurance,1
EMP000453,Sneha,Infosys,Female,40,5,10,214,8,0.73,145721,0,0,Sales,5
EMP000454,Pooja,Infosys,Female,28,1,4,147,5,0.32,162110,2,4,Finance,1
EMP000455,Ankit,Wipro,Male,38,2,6,144,11,0.62,42716,3,6,Sales,1
EMP000456,Meena,Tech Mahindra,Female,38,3,12,218,10,0.67,68041,2,10,IT,3
EMP000457,Pooja,Cognizant,Female,38,2,5,184,3,0.87,170704,0,8,IT,2
EMP000458,Jamie,LTIMindtree,Other,22,1,12,162,3,0.85,43247,1,2,Sales,2
EMP000459,Priya,Cognizant,Female,32,4,5,159,14,0.35,123679,2,6,Quality Assurance,3
EMP000460,Kavita,LTIMindtree,Female,52,4,14,142,4,0.93,162136,1,6,Software Development,4
EMP000461,Sneha,Capgemini,Female,28,3,7,296,10,0.2,149381,2,6,Finance,1
EMP000462,Vikas,Infosys,Male,30,1,10,127,8,0.46,22237,0,3,Sales,1
EMP000463,Deepak,Tech Mahindra,Male,31,5,9,247,9,0.25,25967,1,2,Sales,5
EMP000464,Rohit,Wipro,Male,34,2,8,126,7,0.78,185323,3,0,IT,2
EMP000465,Ankit,Tech Mahindra,Male,46,2,3,140,2,0.6,41512,3,5,Sales,1
EMP000466,Suresh,Tech Mahindra,Male,50,3,13,154,9,0.34,190863,1,3,Software Development,3
EMP000467,Anjali,Tech Mahindra,Female,24,3,3,220,6,0.27,82214,2,7,Operations,1
EMP000468,Neha,Cognizant,Female,59,3,14,218,6,0.38,33991,1,5,Operations,4
EMP000469,Sky,LTIMindtree,Other,31,3,20,201,13,0.94,78355,3,5,Software Development,4
EMP000470,Pooja,TCS,Female,44,3,9,180,6,0.74,33500,2,7,Finance,3
EMP000471,Ritu,Capgemini,Female,42,3,13,193,1,0.39,85832,1,4,Quality Assurance,2
EMP000472,Anjali,Accenture India,Female,23,5,5,277,15,0.91,132967,2,7,Human Resources,5
EMP000473,Aarti,Tech Mahindra,Female,57,5,15,228,9,0.31,101558,2,0,IT,5
EMP000474,Priya,HCL Technologies,Female,22,2,11,187,6,0.75,106995,0,9,Operations,3
EMP000475,Manish,Cognizant,Male,32,2,3,256,7,0.54,152847,0,1,Software Development,2
EMP000476,Deepak,Wipro,Male,41,3,0,136,15,0.41,101930,2,7,IT,2
EMP000477,Vikas,Accenture India,Male,25,2,3,162,1,0.41,76320,3,0,Marketing,1
EMP000478,Priya,TCS,Female,27,3,12,222,13,0.6,82788,3,4,Finance,4
EMP000479,Priya,HCL Technologies,Female,24,5,6,207,5,0.95,39597,2,4,Operations,5
EMP000480,Sneha,TCS,Female,56,4,14,222,3,0.79,30758,2,1,Quality Assurance,5
EMP000481,Deepak,Accenture India,Male,42,5,5,260,9,0.73,90778,0,10,Quality Assurance,5
EMP000482,Anjali,Tech Mahindra,Female,49,1,13,273,2,0.9,122843,3,1,IT,1
EMP000483,Swati,HCL Technologies,Female,29,5,17,181,4,0.66,179255,0,0,software dev,5
EMP000484,Suresh,TCS,Male,46,1,3,138,3,0.35,116998,3,3,Quality Assurance,1
EMP000485,Meena,Wipro,Female,32,2,0,200,9,0.98,29091,3,5,Human Resources,1
EMP000486,Sneha,LTIMindtree,Female,21,5,2,149,3,0.63,107278,1,2,Software Development,4
EMP000487,Alex,Infosys,Other,28,4,12,246,14,0.45,108218,2,9,Human Resources,4
EMP000488,Sneha,LTIMindtree,Female,53,5,17,132,14,0.82,31197,1,3,Sales,5
EMP000489,Ankit,Accenture India,Male,24,5,3,296,14,0.57,32725,3,7,Finance,4
EMP000490,Amit,Cognizant,Male,34,5,3,201,1,0.21,191479,0,1,IT,4
EMP000491,Rohit,Infosys,Male,49,3,10,240,8,0.46,158688,2,8,Software Development,3
EMP000492,Ritu,Capgemini,Female,34,5,13,235,1,0.57,193793,1,9,Finance,5
EMP000493,Vikas,Wipro,Male,29,5,6,298,11,0.5,157831,3,5,Sales,5
EMP000494,Sneha,Capgemini,Female,29,4,2,230,1,0.64,115070,3,8,software dev,3
EMP000495,Kavita,HCL Technologies,Female,46,1,6,128,7,0.35,94342,1,0,Marketing,1
EMP000496,Taylor,Infosys,Other,37,1,7,148,9,0.66,43490,2,10,Finance,1
EMP000497,Ankit,Capgemini,Male,24,4,11,212,4,0.99,111321,1,3,Software Development,5
EMP000498,Ritu,Capgemini,Female,23,2,6,229,10,0.8,24783,1,6,Operations,2
EMP000499,Meena,TCS,Female,49,5,15,255,13,0.75,171449,0,9,Quality Assurance,5
EMP000500,Jordan,LTIMindtree,Other,45,2,16,227,4,0.36,149441,0,8,IT,2
EMP000501,Arjun,TCS,Male,41,4,3,200,5,0.67,95679,1,0,software dev,3
EMP000502,Deepak,Infosys,Male,32,2,16,134,5,0.86,126791,1,0,IT,3
EMP000503,Meena,Infosys,Female,21,1,17,281,2,0.39,190500,3,2,Marketing,1
EMP000504,Ankit,Accenture India,Male,21,3,3,299,15,0.27,86057,2,5,Human Resources,2
EMP000505,Suresh,TCS,Male,27,2,16,297,12,0.73,134147,3,4,IT,2
EMP000506,Vikas,IBM India,Male,30,3,14,124,9,0.74,140029,0,10,IT,4
EMP000507,Priya,LTIMindtree,Female,35,2,16,217,10,0.84,143565,2,4,Sales,3
EMP000508,Ritu,Infosys,Female,31,4,12,128,9,0.7,187455,2,8,Sales,4
EMP000509,Karan,Accenture India,Male,43,3,2,124,9,0.88,99804,0,2,Marketing,4
EMP000510,Rahul,TCS,Male,33,2,11,274,14,0.41,87156,3,4,Marketing,2
EMP000511,Kavita,LTIMindtree,Female,47,4,16,232,9,0.23,48585,1,6,Marketing,4
EMP000512,Priya,TCS,Female,37,1,6,236,1,0.79,107921,1,10,Operations,1
EMP000513,Amit,Capgemini,Male,33,5,6,203,8,0.51,191289,2,1,software dev,4
EMP000514,Manish,Accenture India,Male,32,4,10,166,8,0.37,170920,2,6,Human Resources,3
EMP000515,Priya,LTIMindtree,Female,49,4,15,181,12,0.24,199652,1,10,Quality Assurance,3
EMP000516,Alex,Tech Mahindra,Other,41,1,3,164,13,0.8,157270,2,0,software dev,1
EMP000517,Alex,HCL Technologies,Other,40,3,15,185,13,0.86,123047,1,6,Quality Assurance,5
EMP000518,Kavita,HCL Technologies,Female,40,2,4,142,4,0.51,43607,0,1,Operations,2
EMP000519,Arjun,LTIMindtree,Male,51,3,18,217,13,0.91,176598,0,6,Finance,5
EMP000520,Swati,TCS,Female,28,4,13,212,14,0.53,71954,1,2,Quality Assurance,5
EMP000521,Arjun,Accenture India,Male,44,2,6,162,10,0.96,95501,2,10,Operations,2
EMP000522,Pooja,HCL Technologies,Female,31,5,8,282,1,0.99,46442,0,4,Operations,5
EMP000523,Rohit,Accenture India,Male,59,5,12,277,1,0.85,32451,1,10,Marketing,5
EMP000524,Priya,HCL Technologies,Female,53,2,15,186,15,0.4,44465,1,8,software dev,2
EMP000525,Sneha,Capgemini,Female,35,4,20,257,14,0.49,40254,2,0,Finance,5
EMP000526,Deepak,TCS,Male,24,1,3,247,1,0.63,22536,2,5,software dev,1
EMP000527,Priya,Capgemini,Female,21,3,6,175,3,0.46,108675,3,6,Sales,1
EMP000528,Suresh,HCL Technologies,Male,52,3,2,153,10,0.86,115637,2,9,Operations,2
EMP000529,Arjun,Tech Mahindra,Male,31,1,19,184,3,0.94,194218,0,8,software dev,2
EMP000530,Deepak,Tech Mahindra,Male,50,1,14,125,4,0.99,155362,0,3,Software Development,2
EMP000531,Arjun,Capgemini,Male,57,5,20,290,11,0.47,71488,0,8,software dev,5
EMP000532,Arjun,Tech Mahindra,Male,39,1,13,135,13,0.42,36841,1,0,Software Development,2
EMP000533,Neha,HCL Technologies,Female,56,2,6,252,13,0.33,84308,1,3,Marketing,2
EMP000534,Vikas,LTIMindtree,Male,54,5,17,144,2,0.24,49100,1,5,software dev,4
EMP000535,Rahul,Capgemini,Male,27,4,4,146,11,0.34,93922,0,6,Operations,4
EMP000536,Amit,Cognizant,Male,40,5,20,289,11,0.43,50330,3,0,Quality Assurance,5
EMP000537,Sneha,TCS,Female,32,5,19,236,9,0.51,183576,1,10,Finance,5
EMP000538,Pooja,Tech Mahindra,Female,52,3,7,243,10,0.29,179140,3,10,Human Resources,1
EMP000539,Ritu,Tech Mahindra,Female,22,1,19,174,9,0.86,185937,1,0,Sales,3
EMP000540,Meena,Infosys,Female,42,2,17,226,10,0.7,158509,0,8,Finance,4
EMP000541,Neha,IBM India,Female,44,1,20,145,7,0.65,65875,3,6,Software Development,1
EMP000542,Sneha,Capgemini,Female,51,3,18,135,2,0.64,133017,1,8,software dev,3
EMP000543,Swati,Wipro,Female,24,1,19,228,3,0.43,25723,0,4,Quality Assurance,1
EMP000544,Arjun,Tech Mahindra,Male,44,2,2,227,14,0.95,134845,1,10,software dev,2
EMP000545,Kavita,TCS,Female,37,1,5,209,8,0.39,43194,2,8,Operations,1
EMP000546,Kavita,Cognizant,Female,39,3,17,220,9,0.73,186465,0,4,Software Development,4
EMP000547,Swati,Tech Mahindra,Female,58,2,14,275,4,0.4,160582,1,5,IT,2
EMP000548,Kavita,Cognizant,Female,54,1,13,277,9,0.99,107465,3,7,Sales,2
EMP000549,Anjali,HCL Technologies,Female,53,3,20,245,4,0.93,166515,1,8,IT,5
EMP000550,Ritu,HCL Technologies,Female,26,3,7,241,13,0.41,43358,3,9,Marketing,2
EMP000551,Rahul,IBM India,Male,56,5,10,208,2,0.99,95921,2,2,IT,5
EMP000552,Amit,LTIMindtree,Male,33,2,10,292,7,0.7,104335,2,10,Human Resources,2
EMP000553,Suresh,Wipro,Male,29,2,11,266,9,0.78,21616,3,1,Quality Assurance,3
EMP000554,Sneha,Infosys,Female,55,1,15,132,2,0.43,27062,1,4,Human Resources,1
EMP000555,Pooja,IBM India,Female,54,5,6,194,8,0.37,170558,3,5,software dev,4
EMP000556,Anjali,Accenture India,Female,36,2,2,231,6,0.89,112962,2,7,Sales,2
EMP000557,Meena,Infosys,Female,38,3,1,270,9,0.42,58296,2,3,software dev,2
EMP000558,Pooja,Capgemini,Female,38,2,2,133,5,0.93,133318,2,0,Sales,1
EMP000559,Priya,TCS,Female,58,5,7,217,1,0.49,106276,3,3,Human Resources,4
EMP000560,Pooja,Accenture India,Female,52,4,19,223,5,0.21,37051,2,9,IT,3
EMP000561,Swati,Accenture India,Female,27,3,7,270,10,0.67,126100,1,7,Quality Assurance,4
EMP000562,Neha,IBM India,Female,43,2,3,287,7,0.48,91529,3,1,Human Resources,1
EMP000563,Ankit,LTIMindtree,Male,43,3,12,183,11,0.98,115477,2,9,Finance,4
EMP000564,Ritu,IBM India,Female,38,1,16,139,14,0.51,45463,3,7,Operations,1
EMP000565,Ankit,Capgemini,Male,27,3,17,279,7,0.45,41929,2,3,Sales,3
EMP000566,Suresh,Tech Mahindra,Male,44,2,4,197,4,0.65,121176,0,10,Sales,2
EMP000567,Kavita,Tech Mahindra,Female,34,1,11,143,10,0.78,171269,2,1,IT,1
EMP000568,Swati,LTIMindtree,Female,25,1,1,165,6,0.97,147826,1,3,Sales,1
EMP000569,Robin,Capgemini,Other,42,1,9,137,6,0.26,122011,0,0,Operations,1
EMP000570,Arjun,LTIMindtree,Male,42,4,6,230,11,0.54,126712,3,9,Human Resources,2
EMP000571,Swati,Cognizant,Female,30,4,14,213,10,0.73,84318,2,6,Sales,5
EMP000572,Rahul,Tech Mahindra,Male,46,1,6,295,10,0.2,54932,0,2,Quality Assurance,2
EMP000573,Rahul,Accenture India,Male,35,2,14,261,1,0.59,195705,3,3,Sales,2
EMP000574,Rohit,Wipro,Male,58,1,15,268,5,0.85,104908,0,2,Software Development,2
EMP000575,Vikas,TCS,Male,21,1,0,217,7,0.24,191839,1,7,Marketing,1
EMP000576,Suresh,Capgemini,Male,34,3,14,124,5,0.47,198973,3,2,Software Development,2
EMP000577,Manish,Infosys,Male,56,3,2,247,8,0.52,145589,1,6,Marketing,2
EMP000578,Arjun,LTIMindtree,Male,51,3,9,278,1,0.77,198550,2,1,Finance,3
EMP000579,Ritu,TCS,Female,48,5,15,206,9,0.44,134977,3,9,software dev,4
EMP000580,Vikas,Infosys,Male,54,3,1,239,2,0.4,74396,0,8,software dev,2
EMP000581,Priya,TCS,Female,55,3,16,291,8,0.29,118466,0,5,IT,4
